regime,m,seed,method,full_audit_cost,expected_deployment_cost,workflow_risk,uniform_bound,groups,saved_fraction,pilot_audit_cost,gate_endpoint_cost,joint_history_risk
mixed,5000,7,singleton_clean,384,182.44919315,0.00702279739985,0.0448650314232,8,0.524871892838,0,12,True
mixed,5000,7,pilot_partition,384,223.850573106,0.0109056390539,0.0361448660784,3,0.417055799203,768,12,True
mixed,5000,7,rate_oracle_partition,384,157.276056609,0.011695612668,0.0474940362222,6,0.590426935915,0,12,True
mixed,5000,7,joint_conditional_PAC,384,383.999999961,2.01032249061e-11,0.00242002261501,1,1.01067598735e-10,0,12,True
mixed,5000,7,audit_all,384,384,-0,,0,0,0,0,True
mixed,5000,7,known_rate_calendar,384,70,0.0493728047577,0.05,0,0.817708333333,0,0,True
mixed,5000,7,plugin_calendar,384,58,0.0682565720012,,0,0.848958333333,768,0,True
mixed,5000,7,plugin_global_TTL,384,259,0.0343436323866,,0,0.325520833333,768,0,True
mixed,5000,7,CP_calendar,384,342,0.000210369864313,0.05,0,0.109375,0,120,False
mixed,5000,8,joint_clean,384,383.99999124,1.12095093715e-08,0.0144275693175,1,2.28126425528e-08,0,12,True
mixed,5000,8,singleton_clean,384,187.670739301,0.00690605027181,0.0424930886575,8,0.511274116405,0,12,True
mixed,5000,8,pilot_partition,384,222.425311519,0.0119777574635,0.0414229778095,3,0.420767417918,768,12,True
mixed,5000,8,rate_oracle_partition,384,155.725410306,0.013018602644,0.0443713976129,5,0.594465077329,0,12,True
mixed,5000,8,joint_conditional_PAC,384,383.999994206,2.44958029017e-09,0.00249310841847,1,1.50896125595e-08,0,12,True
mixed,5000,8,audit_all,384,384,-0,,0,0,0,0,True
mixed,5000,8,known_rate_calendar,384,67,0.0491876193927,0.05,0,0.825520833333,0,0,True
mixed,5000,8,plugin_calendar,384,60,0.0571769234911,,0,0.84375,768,0,True
mixed,5000,8,plugin_global_TTL,384,265,0.0303558807402,,0,0.309895833333,768,0,True
mixed,5000,8,CP_calendar,384,342,0.000187072845529,0.05,0,0.109375,0,120,False
mixed,5000,9,joint_clean,384,383.999984633,1.945289933e-08,0.0142860769503,1,4.00175540483e-08,0,12,True
mixed,5000,9,singleton_clean,384,182.190372625,0.00732723761532,0.0438204624193,8,0.525545904622,0,12,True
mixed,5000,9,pilot_partition,384,195.181904306,0.0131181637003,0.0458021495125,4,0.49171379087,768,12,True
mixed,5000,9,rate_oracle_partition,384,155.001693837,0.0136682270487,0.0470531220019,5,0.596349755633,0,12,True
mixed,5000,9,joint_conditional_PAC,384,383.999989876,4.1780927258e-09,0.00249310841847,1,2.63657321531e-08,0,12,True
mixed,5000,9,audit_all,384,384,-0,,0,0,0,0,True
mixed,5000,9,known_rate_calendar,384,66,0.047439123284,0.05,0,0.828125,0,0,True
mixed,5000,9,plugin_calendar,384,70,0.046763313956,,0,0.817708333333,768,0,True
mixed,5000,9,plugin_global_TTL,384,267,0.0218366407401,,0,0.3046875,768,0,True
mixed,5000,9,CP_calendar,384,342,0.000173165219217,0.05,0,0.109375,0,120,False
active,200,0,joint_clean,384,273.793010091,0.0479089047181,0.0497745606212,1,0.286997369555,0,12,True
active,200,0,singleton_clean,384,351.850589222,0.0106954604976,0.0429864684803,8,0.0837224238999,0,12,True
active,200,0,pilot_partition,384,273.793010091,0.0479089047181,0.0497745606212,1,0.286997369555,768,12,True
active,200,0,rate_oracle_partition,384,261.157252833,0.0445850637729,0.0497745606212,2,0.319902987415,0,12,True
active,200,0,joint_conditional_PAC,384,378.7520481,0.00180477287038,0.00183481208215,1,0.0136665414074,0,12,True
active,200,0,audit_all,384,384,-0,,0,0,0,0,True
active,200,0,known_rate_calendar,384,207,0.0495377223601,0.05,0,0.4609375,0,0,True
active,200,0,plugin_calendar,384,135,0.241563844735,,0,0.6484375,768,0,True
active,200,0,plugin_global_TTL,384,215,0.0619608005152,,0,0.440104166667,768,0,True
active,200,0,CP_calendar,384,384,-0,0.05,0,0,0,120,False
active,200,1,joint_clean,384,267.823081093,0.0470957631116,0.0481681493208,1,0.302544059654,0,12,True
active,200,1,singleton_clean,384,352.461519275,0.00981351099208,0.0412383284888,8,0.0821314602201,0,12,True
active,200,1,pilot_partition,384,258.980815395,0.0434630148454,0.0481681493208,2,0.325570793241,768,12,True
active,200,1,rate_oracle_partition,384,258.980815395,0.0434630148454,0.0481681493208,2,0.325570793241,0,12,True
active,200,1,joint_conditional_PAC,384,378.401112342,0.00177505185842,0.00183481208215,1,0.0145804366098,0,12,True
active,200,1,audit_all,384,384,-0,,0,0,0,0,True
active,200,1,known_rate_calendar,384,201,0.0499829885581,0.05,0,0.4765625,0,0,True
active,200,1,plugin_calendar,384,122,0.252382436372,,0,0.682291666667,768,0,True
active,200,1,plugin_global_TTL,384,221,0.0584318786508,,0,0.424479166667,768,0,True
active,200,1,CP_calendar,384,384,-0,0.05,0,0,0,120,False
active,200,2,joint_clean,384,262.807217827,0.046841420334,0.0497745606212,1,0.315606203575,0,12,True
active,200,2,singleton_clean,384,351.367422016,0.00981417807942,0.0429864684803,8,0.0849806718332,0,12,True
active,200,2,pilot_partition,384,249.045777531,0.0390052601181,0.0481681493208,2,0.351443287679,768,12,True
active,200,2,rate_oracle_partition,384,255.578018927,0.0426351073584,0.0481681493208,2,0.334432242379,0,12,True
active,200,2,joint_conditional_PAC,384,378.274356748,0.00176203000296,0.00183481208215,1,0.0149105293027,0,12,True
active,200,2,audit_all,384,384,-0,,0,0,0,0,True
active,200,2,known_rate_calendar,384,188,0.0499757291088,0.05,0,0.510416666667,0,0,True
active,200,2,plugin_calendar,384,112,0.185275878701,,0,0.708333333333,768,0,True
active,200,2,plugin_global_TTL,384,211,0.055278727945,,0,0.450520833333,768,0,True
active,200,2,CP_calendar,384,384,-0,0.05,0,0,0,120,False
active,200,3,joint_clean,384,268.906664189,0.0482000221572,0.0497745606212,1,0.299722228676,0,12,True
active,200,3,singleton_clean,384,351.643915106,0.0103541352249,0.0429864684803,8,0.0842606377452,0,12,True
active,200,3,pilot_partition,384,261.160620083,0.0447625376187,0.0497745606212,2,0.319894218533,768,12,True
active,200,3,rate_oracle_partition,384,261.160620083,0.0447625376187,0.0497745606212,2,0.319894218533,0,12,True
active,200,3,joint_conditional_PAC,384,378.54102755,0.00178803443362,0.00183481208215,1,0.0142160740874,0,12,True
active,200,3,audit_all,384,384,-0,,0,0,0,0,True
active,200,3,known_rate_calendar,384,206,0.0499166657908,0.05,0,0.463541666667,0,0,True
active,200,3,plugin_calendar,384,101,0.183514172601,,0,0.736979166667,768,0,True
active,200,3,plugin_global_TTL,384,214,0.0622814168536,,0,0.442708333333,768,0,True
active,200,3,CP_calendar,384,384,-0,0.05,0,0,0,120,False
active,200,4,joint_clean,384,267.377608954,0.0467011919897,0.0497745606212,1,0.30370414335,0,12,True
active,200,4,singleton_clean,384,351.560646135,0.00997802460272,0.0429864684803,8,0.0844774840236,0,12,True
active,200,4,pilot_partition,384,250.084294499,0.0393245036246,0.0497745606212,2,0.348738816408,768,12,True
active,200,4,rate_oracle_partition,384,255.42932435,0.0435028332623,0.0497745606212,2,0.334819467839,0,12,True
active,200,4,joint_conditional_PAC,384,378.379643805,0.0017729298282,0.00183481208215,1,0.0146363442578,0,12,True
active,200,4,audit_all,384,384,-0,,0,0,0,0,True
active,200,4,known_rate_calendar,384,193,0.0496810179099,0.05,0,0.497395833333,0,0,True
active,200,4,plugin_calendar,384,143,0.0997808540864,,0,0.627604166667,768,0,True
active,200,4,plugin_global_TTL,384,223,0.0500781183174,,0,0.419270833333,768,0,True
active,200,4,CP_calendar,384,384,-0,0.05,0,0,0,120,False
active,200,5,joint_clean,384,263.59577738,0.0467431261994,0.0497745606212,1,0.313552663072,0,12,True
active,200,5,singleton_clean,384,352.442039438,0.00974207713588,0.0412383284888,8,0.0821821889647,0,12,True
active,200,5,pilot_partition,384,259.331936028,0.0398747963769,0.0497745606212,2,0.324656416594,768,12,True
active,200,5,rate_oracle_partition,384,252.621229898,0.0433854335347,0.0497745606212,2,0.342132213807,0,12,True
active,200,5,joint_conditional_PAC,384,378.356052065,0.00177055848559,0.00183481208215,1,0.0146977810815,0,12,True
active,200,5,audit_all,384,384,-0,,0,0,0,0,True
active,200,5,known_rate_calendar,384,189,0.0497956355531,0.05,0,0.5078125,0,0,True
active,200,5,plugin_calendar,384,166,0.116008824033,,0,0.567708333333,768,0,True
active,200,5,plugin_global_TTL,384,265,0.0335684016139,,0,0.309895833333,768,0,True
active,200,5,CP_calendar,384,384,-0,0.05,0,0,0,120,False
active,200,6,joint_clean,384,265.82106025,0.0461141331363,0.0497745606212,1,0.307757655599,0,12,True
active,200,6,singleton_clean,384,351.462107224,0.00986040732494,0.0429864684803,8,0.08473409577,0,12,True
active,200,6,pilot_partition,384,254.927029727,0.0418508778609,0.0497745606212,2,0.336127526752,768,12,True
active,200,6,rate_oracle_partition,384,254.927029727,0.0418508778609,0.0497745606212,2,0.336127526752,0,12,True
active,200,6,joint_conditional_PAC,384,378.327410892,0.00176762432243,0.00183481208215,1,0.0147723674687,0,12,True
active,200,6,audit_all,384,384,-0,,0,0,0,0,True
active,200,6,known_rate_calendar,384,188,0.049620456616,0.05,0,0.510416666667,0,0,True
active,200,6,plugin_calendar,384,118,0.187171406492,,0,0.692708333333,768,0,True
active,200,6,plugin_global_TTL,384,218,0.0521608345536,,0,0.432291666667,768,0,True
active,200,6,CP_calendar,384,384,-0,0.05,0,0,0,120,False
active,200,7,joint_clean,384,273.81228825,0.0484269347237,0.0497745606212,1,0.286947166015,0,12,True
active,200,7,singleton_clean,384,351.859908249,0.0108247248842,0.0429864684803,8,0.0836981556005,0,12,True
active,200,7,pilot_partition,384,262.588269737,0.0447044737565,0.0497745606212,2,0.316176380893,768,12,True
active,200,7,rate_oracle_partition,384,262.588269737,0.0447044737565,0.0497745606212,2,0.316176380893,0,12,True
active,200,7,joint_conditional_PAC,384,378.794281335,0.00180770234666,0.00183481208215,1,0.0135565590244,0,12,True
active,200,7,audit_all,384,384,-0,,0,0,0,0,True
active,200,7,known_rate_calendar,384,204,0.0495254822325,0.05,0,0.46875,0,0,True
active,200,7,plugin_calendar,384,223,0.0575344822575,,0,0.419270833333,768,0,True
active,200,7,plugin_global_TTL,384,384,-0,,0,0,768,0,True
active,200,7,CP_calendar,384,384,-0,0.05,0,0,0,120,False
active,200,8,joint_clean,384,267.067657015,0.0471483370324,0.0497745606212,1,0.304511309856,0,12,True
active,200,8,singleton_clean,384,352.233192288,0.00921481965682,0.0412383284888,8,0.0827260617497,0,12,True
active,200,8,pilot_partition,384,255.212977856,0.0444246750831,0.0497745606212,2,0.335382870168,768,12,True
active,200,8,rate_oracle_partition,384,263.034408514,0.0434113074537,0.0497745606212,2,0.315014561161,0,12,True
active,200,8,joint_conditional_PAC,384,378.295983269,0.00176433529182,0.00183481208215,1,0.0148542102369,0,12,True
active,200,8,audit_all,384,384,-0,,0,0,0,0,True
active,200,8,known_rate_calendar,384,193,0.0495783690602,0.05,0,0.497395833333,0,0,True
active,200,8,plugin_calendar,384,120,0.167796988464,,0,0.6875,768,0,True
active,200,8,plugin_global_TTL,384,183,0.0692202790159,,0,0.5234375,768,0,True
active,200,8,CP_calendar,384,384,-0,0.05,0,0,0,120,False
active,200,9,joint_clean,384,265.617346557,0.0463007406233,0.0497745606212,1,0.308288160007,0,12,True
active,200,9,singleton_clean,384,351.321734782,0.00968354845161,0.0429864684803,8,0.0850996490054,0,12,True
active,200,9,pilot_partition,384,275.118617091,0.0285179218196,0.0497745606212,2,0.283545267991,768,12,True
active,200,9,rate_oracle_partition,384,257.282531847,0.043506333909,0.0497745606212,2,0.329993406648,0,12,True
active,200,9,joint_conditional_PAC,384,378.201665954,0.00175403244442,0.00183481208215,1,0.0150998282452,0,12,True
active,200,9,audit_all,384,384,-0,,0,0,0,0,True
active,200,9,known_rate_calendar,384,190,0.0499276626346,0.05,0,0.505208333333,0,0,True
active,200,9,plugin_calendar,384,198,0.0714147189387,,0,0.484375,768,0,True
active,200,9,plugin_global_TTL,384,267,0.0313401874384,,0,0.3046875,768,0,True
active,200,9,CP_calendar,384,384,-0,0.05,0,0,0,120,False
active,1000,0,joint_clean,384,378.289012424,0.00606845650018,0.0481681493208,1,0.0148723634798,0,12,True
active,1000,0,singleton_clean,384,287.820893229,0.0341371473283,0.0471601070259,8,0.250466423882,0,12,True
active,1000,0,pilot_partition,384,302.300371442,0.0447168857192,0.0494966880074,5,0.21275944937,768,12,True
active,1000,0,rate_oracle_partition,384,260.444670666,0.0371310870399,0.0463202002355,6,0.32175867014,0,12,True
active,1000,0,joint_conditional_PAC,384,382.928190007,0.00037506385588,0.00220067790447,1,0.00279117185755,0,12,True
active,1000,0,audit_all,384,384,-0,,0,0,0,0,True
active,1000,0,known_rate_calendar,384,207,0.0495377223601,0.05,0,0.4609375,0,0,True
active,1000,0,plugin_calendar,384,135,0.241563844735,,0,0.6484375,768,0,True
active,1000,0,plugin_global_TTL,384,215,0.0619608005152,,0,0.440104166667,768,0,True
active,1000,0,CP_calendar,384,376,0.00143858046279,0.05,0,0.0208333333333,0,120,False
active,1000,1,joint_clean,384,376.062257878,0.0078346330664,0.0497745606212,1,0.0206712034416,0,12,True
active,1000,1,singleton_clean,384,284.861869309,0.032982348103,0.0464658028708,8,0.258172215342,0,12,True
active,1000,1,pilot_partition,384,274.403588537,0.0369342341472,0.0469041851965,5,0.285407321519,768,12,True
active,1000,1,rate_oracle_partition,384,258.574013318,0.0365697431325,0.0490793071545,7,0.326630173651,0,12,True
active,1000,1,joint_conditional_PAC,384,382.562804351,0.000469687841211,0.00220067790447,1,0.00374269700195,0,12,True
active,1000,1,audit_all,384,384,-0,,0,0,0,0,True
active,1000,1,known_rate_calendar,384,201,0.0499829885581,0.05,0,0.4765625,0,0,True
active,1000,1,plugin_calendar,384,122,0.252382436372,,0,0.682291666667,768,0,True
active,1000,1,plugin_global_TTL,384,221,0.0584318786508,,0,0.424479166667,768,0,True
active,1000,1,CP_calendar,384,376,0.00115336037885,0.05,0,0.0208333333333,0,120,False
active,1000,2,joint_clean,384,375.122112385,0.00893832360452,0.0472008056322,1,0.0231194989984,0,12,True
active,1000,2,singleton_clean,384,277.934206856,0.034373581165,0.0478536892608,8,0.276213002978,0,12,True
active,1000,2,pilot_partition,384,270.516538846,0.0416655899743,0.048902868807,6,0.295529846755,768,12,True
active,1000,2,rate_oracle_partition,384,251.756752988,0.0367479842199,0.0480867138601,7,0.344383455761,0,12,True
active,1000,2,joint_conditional_PAC,384,382.24420607,0.000538239586301,0.00220067790447,1,0.00457238002475,0,12,True
active,1000,2,audit_all,384,384,-0,,0,0,0,0,True
active,1000,2,known_rate_calendar,384,188,0.0499757291088,0.05,0,0.510416666667,0,0,True
active,1000,2,plugin_calendar,384,112,0.185275878701,,0,0.708333333333,768,0,True
active,1000,2,plugin_global_TTL,384,211,0.055278727945,,0,0.450520833333,768,0,True
active,1000,2,CP_calendar,384,376,0.00135042292484,0.05,0,0.0208333333333,0,120,False
active,1000,3,joint_clean,384,376.966759242,0.00772511381795,0.0475235460068,1,0.0183157311407,0,12,True
active,1000,3,singleton_clean,384,286.15863422,0.0344153902531,0.0468129098611,8,0.254795223385,0,12,True
active,1000,3,pilot_partition,384,266.551008965,0.0435410376574,0.0486318755233,5,0.305856747488,768,12,True
active,1000,3,rate_oracle_partition,384,260.816099767,0.0383934254431,0.0480867138601,7,0.320791406858,0,12,True
active,1000,3,joint_conditional_PAC,384,382.753109672,0.000429016517781,0.00220067790447,1,0.00324711022993,0,12,True
active,1000,3,audit_all,384,384,-0,,0,0,0,0,True
active,1000,3,known_rate_calendar,384,206,0.0499166657908,0.05,0,0.463541666667,0,0,True
active,1000,3,plugin_calendar,384,101,0.183514172601,,0,0.736979166667,768,0,True
active,1000,3,plugin_global_TTL,384,214,0.0622814168536,,0,0.442708333333,768,0,True
active,1000,3,CP_calendar,384,376,0.00129099564736,0.05,0,0.0208333333333,0,120,False
active,1000,4,joint_clean,384,375.886364905,0.00802906150385,0.0478459937497,1,0.021129258059,0,12,True
active,1000,4,singleton_clean,384,282.940073666,0.0339169864612,0.0475071777246,8,0.263176891494,0,12,True
active,1000,4,pilot_partition,384,254.693968587,0.0377869937111,0.0483420570506,6,0.336734456806,768,12,True
active,1000,4,rate_oracle_partition,384,253.128308286,0.0362720554024,0.0487297578196,7,0.340811697172,0,12,True
active,1000,4,joint_conditional_PAC,384,382.444886607,0.000507066087534,0.00220067790447,1,0.00404977446131,0,12,True
active,1000,4,audit_all,384,384,-0,,0,0,0,0,True
active,1000,4,known_rate_calendar,384,193,0.0496810179099,0.05,0,0.497395833333,0,0,True
active,1000,4,plugin_calendar,384,143,0.0997808540864,,0,0.627604166667,768,0,True
active,1000,4,plugin_global_TTL,384,223,0.0500781183174,,0,0.419270833333,768,0,True
active,1000,4,CP_calendar,384,376,0.00131957180403,0.05,0,0.0208333333333,0,120,False
active,1000,5,joint_clean,384,375.691627385,0.00814521304114,0.0497745606212,1,0.0216363870193,0,12,True
active,1000,5,singleton_clean,384,279.610021713,0.034287391347,0.047853905632,8,0.271848901788,0,12,True
active,1000,5,pilot_partition,384,248.288367891,0.041209282367,0.0477185527881,6,0.353415708616,768,12,True
active,1000,5,rate_oracle_partition,384,249.972445326,0.0357507884271,0.0477300319099,7,0.349030090296,0,12,True
active,1000,5,joint_conditional_PAC,384,382.481017749,0.000482129508787,0.00220067790447,1,0.00395568294535,0,12,True
active,1000,5,audit_all,384,384,-0,,0,0,0,0,True
active,1000,5,known_rate_calendar,384,189,0.0497956355531,0.05,0,0.5078125,0,0,True
active,1000,5,plugin_calendar,384,166,0.116008824033,,0,0.567708333333,768,0,True
active,1000,5,plugin_global_TTL,384,265,0.0335684016139,,0,0.309895833333,768,0,True
active,1000,5,CP_calendar,384,376,0.00117985430513,0.05,0,0.0208333333333,0,120,False
active,1000,6,joint_clean,384,375.455060858,0.00924310991756,0.0497745606212,1,0.0222524456822,0,12,True
active,1000,6,singleton_clean,384,280.742180654,0.0343677474384,0.0485469828435,8,0.268900571215,0,12,True
active,1000,6,pilot_partition,384,278.999756068,0.038980465967,0.0482220659896,5,0.273438135239,768,12,True
active,1000,6,rate_oracle_partition,384,252.290448458,0.0348071697787,0.0466983358097,7,0.342993623807,0,12,True
active,1000,6,joint_conditional_PAC,384,382.347663702,0.000520262181304,0.00220067790447,1,0.00430295910982,0,12,True
active,1000,6,audit_all,384,384,-0,,0,0,0,0,True
active,1000,6,known_rate_calendar,384,188,0.049620456616,0.05,0,0.510416666667,0,0,True
active,1000,6,plugin_calendar,384,118,0.187171406492,,0,0.692708333333,768,0,True
active,1000,6,plugin_global_TTL,384,218,0.0521608345536,,0,0.432291666667,768,0,True
active,1000,6,CP_calendar,384,376,0.00272833195885,0.05,0,0.0208333333333,0,120,False
active,1000,7,joint_clean,384,378.422958668,0.00624683238375,0.0497745606212,1,0.014523545136,0,12,True
active,1000,7,singleton_clean,384,284.251805464,0.0354951585533,0.048200507323,8,0.259760923271,0,12,True
active,1000,7,pilot_partition,384,261.431758199,0.0385105506654,0.0477004149879,7,0.319188129691,768,12,True
active,1000,7,rate_oracle_partition,384,258.077745008,0.0369517872529,0.0473884288567,7,0.327922539042,0,12,True
active,1000,7,joint_conditional_PAC,384,382.924537484,0.000380148472049,0.00220067790447,1,0.00280068363504,0,12,True
active,1000,7,audit_all,384,384,-0,,0,0,0,0,True
active,1000,7,known_rate_calendar,384,204,0.0495254822325,0.05,0,0.46875,0,0,True
active,1000,7,plugin_calendar,384,223,0.0575344822575,,0,0.419270833333,768,0,True
active,1000,7,plugin_global_TTL,384,384,-0,,0,0,768,0,True
active,1000,7,CP_calendar,384,378,0.00140955773957,0.05,0,0.015625,0,120,False
active,1000,8,joint_clean,384,375.3127814,0.00929644499183,0.0497745606212,1,0.022622965104,0,12,True
active,1000,8,singleton_clean,384,284.311955495,0.0327049321399,0.0464658028708,8,0.259604282564,0,12,True
active,1000,8,pilot_partition,384,258.211766239,0.038653098826,0.0483691323494,6,0.327573525419,768,12,True
active,1000,8,rate_oracle_partition,384,254.16876176,0.0348431736349,0.0480655703926,7,0.338102182918,0,12,True
active,1000,8,joint_conditional_PAC,384,382.398445733,0.000531300910926,0.00220067790447,1,0.00417071423706,0,12,True
active,1000,8,audit_all,384,384,-0,,0,0,0,0,True
active,1000,8,known_rate_calendar,384,193,0.0495783690602,0.05,0,0.497395833333,0,0,True
active,1000,8,plugin_calendar,384,120,0.167796988464,,0,0.6875,768,0,True
active,1000,8,plugin_global_TTL,384,183,0.0692202790159,,0,0.5234375,768,0,True
active,1000,8,CP_calendar,384,376,0.00106865440272,0.05,0,0.0208333333333,0,120,False
active,1000,9,joint_clean,384,374.544067201,0.00971665760171,0.0491328675862,1,0.0246248249971,0,12,True
active,1000,9,singleton_clean,384,282.342857613,0.0335111746954,0.0471601070259,8,0.264732141634,0,12,True
active,1000,9,pilot_partition,384,257.708276171,0.031835988719,0.0470177170159,7,0.328884697471,768,12,True
active,1000,9,rate_oracle_partition,384,252.370460698,0.0345139769925,0.0463511870967,7,0.3427852586,0,12,True
active,1000,9,joint_conditional_PAC,384,382.314262677,0.0005476090856,0.00220067790447,1,0.00438994094656,0,12,True
active,1000,9,audit_all,384,384,-0,,0,0,0,0,True
active,1000,9,known_rate_calendar,384,190,0.0499276626346,0.05,0,0.505208333333,0,0,True
active,1000,9,plugin_calendar,384,198,0.0714147189387,,0,0.484375,768,0,True
active,1000,9,plugin_global_TTL,384,267,0.0313401874384,,0,0.3046875,768,0,True
active,1000,9,CP_calendar,384,376,0.00098922996479,0.05,0,0.0208333333333,0,120,False
active,5000,0,joint_clean,384,383.999999598,5.68542644858e-10,0.0144275693175,1,1.04764696918e-09,0,12,True
active,5000,0,singleton_clean,384,333.684499641,0.0239473628934,0.0436779598825,8,0.131029948852,0,12,True
active,5000,0,pilot_partition,384,363.27435587,0.0198391763608,0.0473946773514,5,0.0539730315898,768,12,True
active,5000,0,rate_oracle_partition,384,328.137088938,0.032420877217,0.0421800200646,8,0.145476330892,0,12,True
active,5000,0,joint_conditional_PAC,384,383.999999727,1.26123771422e-10,0.00249310841847,1,7.12072623088e-10,0,12,True
active,5000,0,audit_all,384,384,-0,,0,0,0,0,True
active,5000,0,known_rate_calendar,384,207,0.0495377223601,0.05,0,0.4609375,0,0,True
active,5000,0,plugin_calendar,384,135,0.241563844735,,0,0.6484375,768,0,True
active,5000,0,plugin_global_TTL,384,215,0.0619608005152,,0,0.440104166667,768,0,True
active,5000,0,CP_calendar,384,342,0.00752949536956,0.05,0,0.109375,0,120,False
active,5000,1,joint_clean,384,383.999997971,2.75508323065e-09,0.0143568300041,1,5.28460686322e-09,0,12,True
active,5000,1,singleton_clean,384,330.120559514,0.0258818663729,0.0408829300145,8,0.140311042931,0,12,True
active,5000,1,pilot_partition,384,354.603406161,0.0227524131484,0.0448558193631,6,0.0765536297886,768,12,True
active,5000,1,rate_oracle_partition,384,325.45499118,0.0364458490588,0.0444323048736,8,0.152460960468,0,12,True
active,5000,1,joint_conditional_PAC,384,383.999998626,5.95382410515e-10,0.00249310841847,1,3.57811924534e-09,0,12,True
active,5000,1,audit_all,384,384,-0,,0,0,0,0,True
active,5000,1,known_rate_calendar,384,201,0.0499829885581,0.05,0,0.4765625,0,0,True
active,5000,1,plugin_calendar,384,122,0.252382436372,,0,0.682291666667,768,0,True
active,5000,1,plugin_global_TTL,384,221,0.0584318786508,,0,0.424479166667,768,0,True
active,5000,1,CP_calendar,384,354,0.00431824698355,0.05,0,0.078125,0,120,False
active,5000,2,joint_clean,384,383.999996449,4.57091159414e-09,0.0144275693175,1,9.24859955287e-09,0,12,True
active,5000,2,singleton_clean,384,331.852611257,0.0275933978484,0.0460490208131,8,0.135800491519,0,12,True
active,5000,2,pilot_partition,384,365.346051985,0.0177196071441,0.0462908153193,6,0.0485779896226,768,12,True
active,5000,2,rate_oracle_partition,384,326.604859634,0.0360222337542,0.0448444464691,8,0.149466511371,0,12,True
active,5000,2,joint_conditional_PAC,384,383.999997586,1.00279439865e-09,0.00249310841847,1,6.28615737241e-09,0,12,True
active,5000,2,audit_all,384,384,-0,,0,0,0,0,True
active,5000,2,known_rate_calendar,384,188,0.0499757291088,0.05,0,0.510416666667,0,0,True
active,5000,2,plugin_calendar,384,112,0.185275878701,,0,0.708333333333,768,0,True
active,5000,2,plugin_global_TTL,384,211,0.055278727945,,0,0.450520833333,768,0,True
active,5000,2,CP_calendar,384,350,0.00581530891615,0.05,0,0.0885416666667,0,120,False
active,5000,3,joint_clean,384,383.999998922,1.41450048562e-09,0.0142860769503,1,2.80699341548e-09,0,12,True
active,5000,3,singleton_clean,384,336.847773796,0.0246078960056,0.0421444540744,8,0.12279225574,0,12,True
active,5000,3,pilot_partition,384,363.398749784,0.019698568121,0.0443184593742,6,0.0536490891038,768,12,True
active,5000,3,rate_oracle_partition,384,332.829584619,0.0347802976071,0.0456939404215,8,0.133256290056,0,12,True
active,5000,3,joint_conditional_PAC,384,383.999999267,3.23126638172e-10,0.00242002261501,1,1.90787841081e-09,0,12,True
active,5000,3,audit_all,384,384,-0,,0,0,0,0,True
active,5000,3,known_rate_calendar,384,206,0.0499166657908,0.05,0,0.463541666667,0,0,True
active,5000,3,plugin_calendar,384,101,0.183514172601,,0,0.736979166667,768,0,True
active,5000,3,plugin_global_TTL,384,214,0.0622814168536,,0,0.442708333333,768,0,True
active,5000,3,CP_calendar,384,354,0.00483264638189,0.05,0,0.078125,0,120,False
active,5000,4,joint_clean,384,383.999997767,2.85047559876e-09,0.0141445296028,1,5.81520265275e-09,0,12,True
active,5000,4,singleton_clean,384,330.518000699,0.0254669224091,0.042493386545,8,0.139276039847,0,12,True
active,5000,4,pilot_partition,384,328.73767919,0.0330149760786,0.0437776746682,7,0.143912293776,768,12,True
active,5000,4,rate_oracle_partition,384,326.948915526,0.0326020525799,0.0443480221265,8,0.148570532485,0,12,True
active,5000,4,joint_conditional_PAC,384,383.999998482,6.55845189521e-10,0.00249310841847,1,3.95252053309e-09,0,12,True
active,5000,4,audit_all,384,384,-0,,0,0,0,0,True
active,5000,4,known_rate_calendar,384,193,0.0496810179099,0.05,0,0.497395833333,0,0,True
active,5000,4,plugin_calendar,384,143,0.0997808540864,,0,0.627604166667,768,0,True
active,5000,4,plugin_global_TTL,384,223,0.0500781183174,,0,0.419270833333,768,0,True
active,5000,4,CP_calendar,384,354,0.00493942275242,0.05,0,0.078125,0,120,False
active,5000,5,joint_clean,384,383.99999752,3.09201026301e-09,0.0144275693175,1,6.45719377967e-09,0,12,True
active,5000,5,singleton_clean,384,331.109932111,0.0236058373051,0.041020813112,8,0.137734551794,0,12,True
active,5000,5,pilot_partition,384,352.520369572,0.0313484644509,0.0427139196405,6,0.0819782042383,768,12,True
active,5000,5,rate_oracle_partition,384,327.018306204,0.0322138141538,0.0431871101464,8,0.148389827593,0,12,True
active,5000,5,joint_conditional_PAC,384,383.99999825,7.52158678066e-10,0.00249310841847,1,4.55702997559e-09,0,12,True
active,5000,5,audit_all,384,384,-0,,0,0,0,0,True
active,5000,5,known_rate_calendar,384,189,0.0497956355531,0.05,0,0.5078125,0,0,True
active,5000,5,plugin_calendar,384,166,0.116008824033,,0,0.567708333333,768,0,True
active,5000,5,plugin_global_TTL,384,265,0.0335684016139,,0,0.309895833333,768,0,True
active,5000,5,CP_calendar,384,354,0.00441728079358,0.05,0,0.078125,0,120,False
active,5000,6,joint_clean,384,383.999997186,3.64055771283e-09,0.0144275693175,1,7.32827931671e-09,0,12,True
active,5000,6,singleton_clean,384,330.315719996,0.0267886289,0.0440994067463,8,0.13980281251,0,12,True
